intervalo,fecha_completa,49.0,23.0,25.0,37.0,40.0,50.0,51.0,35.0,24.0,21.0,43.0,46.0,34.0,20.0,26.0,29.0,27.0,31.0,65.0,42.0,28.0,30.0,36.0,48.0,22.0,41.0,4.0,3.0,2.0,1.0,47.0,53.0
2023-09-22 00:00:00,2023-09-22,77,492,168,54,82,19,24,3,22,0,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-21 00:00:00,2023-09-21,98,590,125,81,203,16,33,73,16,0,16,81,20,5,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-20 00:00:00,2023-09-20,6,16,5,4,11,1,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-19 00:00:00,2023-09-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-18 00:00:00,2023-09-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-17 00:00:00,2023-09-17,76,509,81,33,60,16,33,6,17,0,4,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-16 00:00:00,2023-09-16,61,451,90,55,105,23,29,17,23,0,8,20,16,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-15 00:00:00,2023-09-15,106,587,139,39,77,18,33,1,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-14 00:00:00,2023-09-14,81,472,90,50,119,19,30,32,19,0,5,40,19,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-13 00:00:00,2023-09-13,71,500,100,49,121,15,21,24,19,0,4,28,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-12 00:00:00,2023-09-12,40,460,83,44,75,14,24,2,16,0,10,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-11 00:00:00,2023-09-11,52,487,112,41,132,11,24,49,13,0,7,60,15,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-10 00:00:00,2023-09-10,93,505,104,53,88,13,24,86,17,0,4,25,9,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-09 00:00:00,2023-09-09,63,492,76,43,77,16,23,15,19,0,0,11,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-08 00:00:00,2023-09-08,48,380,62,40,55,16,26,11,18,0,0,3,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-07 00:00:00,2023-09-07,75,563,125,61,133,19,27,40,18,0,5,39,14,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-06 00:00:00,2023-09-06,53,544,114,52,115,16,18,24,14,0,6,28,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-05 00:00:00,2023-09-05,70,385,85,76,145,15,22,33,10,0,7,32,13,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-04 00:00:00,2023-09-04,75,446,92,48,86,18,25,30,22,0,15,29,9,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-03 00:00:00,2023-09-03,92,426,68,51,93,17,32,11,20,0,6,23,6,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-02 00:00:00,2023-09-02,59,431,98,36,107,15,24,93,20,0,10,46,8,6,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-01 00:00:00,2023-09-01,59,412,77,59,96,17,25,13,19,0,11,31,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-31 00:00:00,2023-08-31,119,527,106,62,146,16,24,45,16,0,18,52,6,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-30 00:00:00,2023-08-30,50,387,99,73,133,12,23,41,15,0,20,46,27,6,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-29 00:00:00,2023-08-29,53,409,82,26,76,13,25,13,20,0,9,30,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
